Neighborhood,Education Level,Employment Status,Age,Years of Experience,Annual Income,Gender,Household Size
Maplewood,Postgraduate,Part-time,51,19,59856,Female,1
Maplewood,Technical,Part-time,24,1,25724,Male,1
Rosedale,Postgraduate,Full-time,62,4,104245,Male,7
Ashford,Bachelors,Full-time,52,17,67567,Male,5
Huntington,Postgraduate,Part-time,32,11,59587,Male,4
Rosedale,Bachelors,Part-time,18,0,41922,Female,5
Ashford,Bachelors,Part-time,43,6,42046,Female,2
Rosedale,None,Full-time,52,10,17894,Female,2
Huntington,Postgraduate,Unemployed,42,0,32203,Male,6
Maplewood,None,Part-time,59,16,14478,Female,4
Maplewood,Postgraduate,Full-time,76,47,100274,Female,7
Ashford,Postgraduate,Full-time,76,44,104292,Male,2
Kingsley,Technical,Retired,32,0,24828,Female,6
Ashford,Technical,Retired,39,0,24647,Male,1
Kingsley,Bachelors,Full-time,76,21,68613,Male,2
Rosedale,Technical,Unemployed,23,0,7038,Female,3
Rosedale,Postgraduate,Full-time,69,36,98084,Female,4
Huntington,Technical,Full-time,32,3,41265,Male,6
Kingsley,Technical,Unemployed,41,0,13598,Male,4
Huntington,Postgraduate,Unemployed,38,0,27415,Other,4
Maplewood,Bachelors,Part-time,24,3,37758,Female,3
Kingsley,Postgraduate,Unemployed,74,0,29342,Female,5
Ashford,Technical,Full-time,78,53,42066,Male,1
Maplewood,Bachelors,Unemployed,46,0,19116,Male,4
Maplewood,Bachelors,Full-time,79,53,65764,Male,2
Ashford,Bachelors,Full-time,49,15,74506,Male,1
Maplewood,Bachelors,Full-time,49,15,69029,Male,2
Kingsley,Bachelors,Full-time,70,45,71445,Male,1
Huntington,Bachelors,Full-time,76,5,72443,Female,7
Maplewood,Technical,Full-time,79,33,36317,Male,1
Kingsley,Bachelors,Full-time,22,3,65700,Female,6
Rosedale,Technical,Full-time,79,12,42527,Male,2
Kingsley,Bachelors,Part-time,21,2,41383,Male,2
Huntington,Technical,Full-time,39,11,36593,Male,7
Kingsley,Bachelors,Full-time,35,8,69145,Female,1
Ashford,Bachelors,Retired,52,0,39422,Male,4
Huntington,Technical,Unemployed,34,0,13707,Other,2
Rosedale,None,Retired,67,0,11997,Female,7
Ashford,Technical,Full-time,67,31,42026,Female,3
Kingsley,Bachelors,Retired,73,0,32612,Male,3
Huntington,Postgraduate,Full-time,41,17,102399,Female,1
Rosedale,None,Full-time,19,0,16908,Female,5
Ashford,Bachelors,Full-time,30,3,71954,Male,1
Rosedale,Technical,Retired,79,0,16790,Female,7
Kingsley,Bachelors,Full-time,71,35,73168,Female,1
Rosedale,Postgraduate,Full-time,32,7,97928,Female,4
Maplewood,Technical,Full-time,22,2,44280,Female,4
Ashford,Bachelors,Unemployed,20,0,23681,Female,6
Rosedale,None,Part-time,54,9,12251,Female,7
Kingsley,None,Full-time,54,24,19127,Male,5
Kingsley,Technical,Part-time,54,30,23963,Female,7
Rosedale,None,Part-time,20,0,12311,Female,7
Kingsley,Bachelors,Part-time,80,26,46357,Female,5
Huntington,Bachelors,Full-time,52,16,73792,Other,7
Huntington,Bachelors,Unemployed,69,0,18025,Male,5
Huntington,Technical,Full-time,40,0,44776,Male,5
Maplewood,Technical,Part-time,77,30,26815,Male,5
Rosedale,Bachelors,Full-time,45,17,65987,Male,7
Maplewood,Postgraduate,Full-time,77,41,100310,Male,7
Kingsley,None,Full-time,47,25,16965,Female,1
Maplewood,Postgraduate,Part-time,35,3,62316,Male,7
Kingsley,Bachelors,Full-time,75,0,74631,Female,1
Kingsley,Bachelors,Retired,69,0,30868,Female,6
Ashford,Bachelors,Full-time,53,3,67063,Male,3
Huntington,None,Part-time,50,3,8129,Male,3
Kingsley,None,Retired,43,0,9378,Female,6
Ashford,Bachelors,Part-time,65,25,42154,Female,6
Huntington,Technical,Retired,57,0,21256,Female,2
Kingsley,Postgraduate,Part-time,34,3,61451,Female,1
Kingsley,Bachelors,Full-time,57,8,66934,Other,5
Maplewood,Technical,Retired,24,0,16076,Female,2
Maplewood,Bachelors,Full-time,74,29,70200,Female,4
Huntington,Technical,Part-time,25,2,20639,Female,1
Kingsley,Bachelors,Retired,70,0,39584,Female,7
Rosedale,Bachelors,Full-time,73,44,71385,Male,6
Maplewood,Postgraduate,Full-time,79,3,103222,Other,3
Huntington,Bachelors,Full-time,48,4,72996,Male,1
Kingsley,Bachelors,Retired,76,0,30703,Female,6
Kingsley,Bachelors,Unemployed,75,0,25060,Male,1
Rosedale,Postgraduate,Part-time,29,6,60480,Male,7
Huntington,Technical,Part-time,65,15,27424,Male,1
Kingsley,None,Unemployed,48,0,8777,Male,7
Maplewood,Technical,Full-time,61,21,40362,Male,1
Rosedale,Technical,Full-time,36,4,35950,Female,4
Huntington,Bachelors,Retired,80,0,38250,Male,3
Rosedale,Bachelors,Retired,27,0,32818,Male,1
Maplewood,Bachelors,Unemployed,56,0,19600,Male,6
Huntington,None,Full-time,29,7,23493,Female,4
Rosedale,Bachelors,Full-time,37,15,72845,Male,2
Ashford,Technical,Full-time,54,32,37944,Male,1
Maplewood,Bachelors,Full-time,65,37,71255,Female,7
Maplewood,Bachelors,Full-time,58,15,72580,Female,4
Maplewood,Technical,Retired,24,0,23508,Male,5
Ashford,Technical,Full-time,69,4,40264,Male,2
Ashford,None,Retired,71,0,12518,Male,3
Kingsley,Postgraduate,Full-time,75,15,103122,Other,1
Rosedale,Postgraduate,Part-time,31,6,56178,Male,1
Kingsley,Bachelors,Full-time,28,2,68855,Female,4
Rosedale,Technical,Full-time,24,0,43523,Male,3
Ashford,Bachelors,Full-time,46,8,71037,Female,5
Ashford,Bachelors,Unemployed,27,0,16527,Male,2
Kingsley,Bachelors,Retired,46,0,32059,Male,6
Huntington,Technical,Full-time,26,1,44290,Male,3
Kingsley,None,Full-time,53,2,15211,Male,1
Rosedale,Bachelors,Unemployed,65,0,17714,Male,4
Kingsley,Technical,Full-time,27,7,37688,Female,5
Maplewood,Technical,Full-time,36,9,38266,Other,4
Rosedale,None,Part-time,73,8,12149,Male,2
Rosedale,Bachelors,Unemployed,48,0,25224,Female,7
Huntington,Postgraduate,Full-time,34,12,96332,Other,7
Ashford,Postgraduate,Full-time,26,2,101820,Female,3
Rosedale,Bachelors,Unemployed,62,0,21891,Male,4
Ashford,Bachelors,Full-time,50,22,69686,Female,6
Kingsley,None,Full-time,51,16,19091,Male,6
Maplewood,Bachelors,Part-time,62,6,37443,Female,7
Huntington,Technical,Unemployed,41,0,16690,Male,7
Ashford,Bachelors,Full-time,26,3,65926,Male,4
Rosedale,Technical,Unemployed,24,0,13246,Male,1
Ashford,Technical,Part-time,33,15,19622,Male,4
Rosedale,None,Full-time,36,7,24671,Female,5
Ashford,Technical,Unemployed,56,0,10037,Male,3
Rosedale,None,Full-time,23,3,15233,Female,2
Kingsley,Technical,Full-time,67,19,44809,Male,6
Rosedale,Postgraduate,Part-time,68,23,57691,Male,4
Rosedale,Bachelors,Full-time,28,4,72402,Female,5
Maplewood,Bachelors,Full-time,78,44,65386,Other,7
Rosedale,Postgraduate,Full-time,29,5,96634,Male,6
Maplewood,Postgraduate,Full-time,78,27,103110,Male,6
Huntington,Bachelors,Retired,75,0,34133,Female,2
Maplewood,Postgraduate,Part-time,59,4,64376,Male,6
Kingsley,Technical,Unemployed,30,0,12581,Female,5
Maplewood,Technical,Full-time,29,0,36967,Female,6
Huntington,Bachelors,Full-time,80,38,70568,Male,6
Kingsley,Bachelors,Full-time,38,5,72284,Male,4
Ashford,Bachelors,Full-time,27,1,73432,Male,4
Ashford,Technical,Full-time,37,10,40145,Male,7
Maplewood,Technical,Retired,67,0,20767,Female,3
Maplewood,Bachelors,Unemployed,53,0,24753,Female,1
Huntington,Technical,Unemployed,45,0,8999,Female,5
Huntington,Bachelors,Full-time,41,6,69901,Female,1
Rosedale,Bachelors,Unemployed,22,0,18779,Male,1
Huntington,Bachelors,Full-time,54,20,74867,Female,6
Rosedale,Bachelors,Full-time,78,39,71192,Male,7
Kingsley,Postgraduate,Unemployed,77,0,26677,Female,2
Maplewood,Bachelors,Part-time,29,4,46843,Male,2
Kingsley,Bachelors,Full-time,75,17,69177,Female,6
Huntington,Bachelors,Full-time,52,11,72211,Female,7
Kingsley,Technical,Full-time,78,16,42873,Male,5
Kingsley,None,Retired,57,0,8841,Male,1
Kingsley,Technical,Full-time,71,36,42098,Female,3
Huntington,Bachelors,Unemployed,19,0,22416,Male,7
Kingsley,Bachelors,Full-time,67,45,69885,Female,1
Rosedale,Postgraduate,Full-time,58,37,95594,Female,2
Huntington,Technical,Full-time,62,14,37612,Female,1
Kingsley,Technical,Part-time,56,6,25359,Male,4
Huntington,Postgraduate,Full-time,59,13,96496,Female,4
Ashford,Technical,Retired,26,0,18555,Male,3
Rosedale,Bachelors,Unemployed,79,0,20861,Male,5
Kingsley,Bachelors,Unemployed,39,0,20766,Female,1
Ashford,Bachelors,Retired,64,0,33358,Female,4
Ashford,None,Unemployed,22,0,10793,Male,5
Huntington,None,Part-time,29,1,7914,Male,7
Ashford,Technical,Retired,18,0,16844,Female,7
Rosedale,Bachelors,Full-time,61,0,66995,Female,4
Rosedale,Bachelors,Full-time,39,5,72625,Female,5
Maplewood,Technical,Full-time,55,2,35094,Male,5
Rosedale,Bachelors,Full-time,68,36,73684,Female,4
Ashford,Postgraduate,Full-time,36,11,98069,Female,6
Rosedale,None,Unemployed,33,0,1149,Female,2
Huntington,Bachelors,Full-time,48,30,66046,Female,5
Maplewood,Bachelors,Full-time,68,42,67803,Male,7
Ashford,Technical,Part-time,20,0,24334,Other,6
Maplewood,Technical,Full-time,40,15,43590,Male,1
Ashford,Bachelors,Full-time,59,17,69476,Male,6
Huntington,Postgraduate,Full-time,76,16,102276,Female,4
Maplewood,Postgraduate,Full-time,35,16,95551,Female,6
Kingsley,Bachelors,Full-time,43,10,73486,Female,2
Ashford,Bachelors,Retired,30,0,31143,Female,4
Kingsley,Technical,Retired,75,0,15455,Male,3
Maplewood,Bachelors,Full-time,35,9,74745,Female,1
Kingsley,Bachelors,Full-time,20,0,73360,Male,7
Kingsley,Technical,Full-time,75,47,36946,Female,3
Maplewood,Bachelors,Retired,77,0,36115,Male,6
Huntington,Bachelors,Full-time,40,1,72310,Female,5
Kingsley,Technical,Full-time,20,0,41180,Male,6
Kingsley,Postgraduate,Retired,72,0,50817,Female,7
Huntington,None,Full-time,42,21,20380,Female,7
Kingsley,Technical,Full-time,44,19,41374,Male,5
Kingsley,None,Full-time,75,41,23445,Female,3
Kingsley,Bachelors,Unemployed,61,0,24070,Female,3
Rosedale,Bachelors,Unemployed,80,0,17320,Female,5
Huntington,Technical,Retired,44,0,22123,Female,2
Kingsley,Bachelors,Full-time,69,12,71153,Male,1
Huntington,Technical,Part-time,56,38,25589,Male,4
Ashford,Bachelors,Unemployed,42,0,19607,Male,3
Ashford,Bachelors,Unemployed,79,0,16400,Male,1
Kingsley,Bachelors,Full-time,41,21,71042,Male,4
Huntington,Postgraduate,Retired,25,0,45362,Female,6
Huntington,Technical,Full-time,26,4,38851,Male,4
Huntington,Technical,Full-time,63,25,38412,Male,3
Rosedale,Bachelors,Part-time,54,27,37084,Male,2
Ashford,Postgraduate,Full-time,47,12,96824,Female,2
Huntington,Technical,Unemployed,70,0,15499,Female,1
Huntington,None,Full-time,36,11,23822,Male,6
Rosedale,Technical,Part-time,70,43,23775,Female,1
Rosedale,Bachelors,Unemployed,33,0,23868,Male,5
Huntington,Technical,Unemployed,41,0,14619,Other,2
Maplewood,Bachelors,Full-time,61,27,72418,Female,1
Huntington,Postgraduate,Full-time,38,1,97371,Male,5
Huntington,Bachelors,Part-time,53,33,44068,Female,6
Rosedale,Technical,Full-time,57,22,38300,Female,7
Rosedale,Bachelors,Unemployed,56,0,21821,Male,4
Huntington,Technical,Unemployed,64,0,14803,Female,1
Huntington,Postgraduate,Full-time,79,57,102464,Male,5
Huntington,Bachelors,Full-time,79,61,65726,Male,2
Rosedale,Technical,Full-time,23,3,42121,Male,4
Huntington,Bachelors,Unemployed,22,0,25840,Male,1
Huntington,Bachelors,Full-time,31,12,69312,Male,2
Kingsley,Bachelors,Full-time,70,28,73000,Female,7
Maplewood,None,Full-time,62,34,24461,Male,4
Ashford,Postgraduate,Part-time,59,10,59543,Male,3
Maplewood,Postgraduate,Full-time,67,47,103014,Female,2
Kingsley,Bachelors,Full-time,78,32,65318,Female,3
Ashford,Postgraduate,Unemployed,80,0,28475,Other,6
Huntington,Technical,Unemployed,21,0,12153,Female,1
Kingsley,Bachelors,Retired,25,0,34134,Other,7
Huntington,Bachelors,Full-time,41,18,66602,Female,5
Rosedale,Bachelors,Full-time,28,10,67256,Other,1
Kingsley,Bachelors,Part-time,34,8,46021,Female,2
Rosedale,Technical,Full-time,67,13,44047,Male,3
Kingsley,Technical,Unemployed,38,0,14319,Male,3
Kingsley,Technical,Part-time,74,8,26532,Female,4
Rosedale,Technical,Full-time,43,6,42366,Male,1
Ashford,Bachelors,Unemployed,60,0,18648,Male,1
Maplewood,Technical,Unemployed,65,0,13903,Female,2
Huntington,None,Full-time,61,2,16858,Female,3
Kingsley,Bachelors,Part-time,62,28,38102,Male,2
Huntington,Bachelors,Full-time,44,18,67481,Female,2
Rosedale,Postgraduate,Full-time,33,3,96820,Female,6
Huntington,Bachelors,Full-time,72,31,68158,Other,3
Rosedale,Technical,Part-time,43,6,22684,Female,2
Huntington,Postgraduate,Unemployed,70,0,32411,Female,3
Maplewood,Bachelors,Part-time,50,27,46447,Female,2
Maplewood,None,Full-time,48,11,18651,Male,5
Maplewood,Bachelors,Part-time,65,17,44707,Female,2
Maplewood,Postgraduate,Full-time,64,4,103461,Female,2
Maplewood,Technical,Unemployed,23,0,15107,Female,7
Maplewood,Technical,Full-time,61,22,41881,Female,5
Rosedale,Technical,Full-time,25,6,41220,Male,1
Kingsley,Technical,Full-time,24,5,39830,Female,3
Huntington,Bachelors,Retired,51,0,34979,Male,7
Maplewood,Bachelors,Full-time,61,25,72334,Male,4
Rosedale,None,Retired,70,0,8775,Male,5
Rosedale,Postgraduate,Full-time,31,9,104304,Male,7
Rosedale,Bachelors,Full-time,33,11,65648,Female,1
Kingsley,Bachelors,Full-time,60,39,74371,Male,2
Huntington,Postgraduate,Unemployed,69,0,25016,Male,6
Kingsley,None,Unemployed,26,0,9308,Female,1
Ashford,Bachelors,Full-time,27,2,71476,Male,5
Rosedale,Bachelors,Full-time,34,14,70942,Male,6
Ashford,Postgraduate,Full-time,29,0,96545,Male,2
Maplewood,Bachelors,Part-time,23,2,39693,Male,1
Maplewood,Technical,Full-time,36,17,42599,Male,4
Kingsley,Postgraduate,Unemployed,60,0,29089,Male,3
Huntington,Technical,Unemployed,58,0,13259,Female,3
Ashford,Postgraduate,Full-time,70,49,100058,Male,5
Huntington,Postgraduate,Full-time,46,1,104468,Male,7
Kingsley,Technical,Unemployed,23,0,10240,Female,2
Maplewood,Bachelors,Retired,76,0,34942,Male,2
Huntington,None,Full-time,42,4,18788,Female,3
Huntington,Bachelors,Full-time,74,28,71953,Female,1
Maplewood,Bachelors,Full-time,41,0,65371,Male,2
Ashford,Bachelors,Full-time,42,9,72020,Female,4
Maplewood,Postgraduate,Full-time,33,3,102120,Male,4
Huntington,Bachelors,Full-time,69,29,70702,Male,2
Ashford,Bachelors,Part-time,33,9,45347,Female,2
Ashford,Postgraduate,Full-time,23,4,97661,Female,3
Maplewood,Postgraduate,Full-time,54,20,102180,Female,5
Huntington,None,Full-time,38,14,21651,Female,3
Kingsley,Postgraduate,Retired,21,0,53656,Male,5
Huntington,None,Unemployed,51,0,5878,Female,4
Rosedale,Postgraduate,Full-time,45,19,99315,Female,5
Kingsley,Technical,Full-time,55,7,41158,Other,3
Ashford,Technical,Unemployed,58,0,16965,Female,2
Kingsley,Bachelors,Full-time,45,16,73308,Female,5
Ashford,Bachelors,Full-time,34,11,71474,Male,3
Ashford,Technical,Full-time,31,4,36374,Female,4
Kingsley,None,Full-time,24,5,22393,Male,6
Ashford,Bachelors,Full-time,39,11,69403,Male,5
Ashford,Postgraduate,Unemployed,68,0,28546,Female,4
Rosedale,Technical,Part-time,18,0,22977,Male,4
Huntington,Technical,Full-time,46,25,44388,Other,1
Huntington,Bachelors,Unemployed,69,0,19411,Male,6
Rosedale,None,Full-time,48,0,23988,Female,5
Kingsley,Postgraduate,Full-time,47,25,98892,Male,3
Maplewood,Postgraduate,Part-time,74,25,62324,Male,5
Maplewood,Bachelors,Part-time,32,3,45342,Male,5
Maplewood,Technical,Full-time,35,7,38249,Female,6
Rosedale,Bachelors,Full-time,52,0,65111,Male,7
Rosedale,Bachelors,Part-time,67,14,37682,Female,4
Ashford,Postgraduate,Part-time,47,17,56161,Male,4
Maplewood,Bachelors,Part-time,51,0,44400,Male,4
Kingsley,Bachelors,Full-time,59,10,67379,Male,4
Kingsley,Bachelors,Full-time,28,6,70426,Male,6
Maplewood,Bachelors,Full-time,44,1,73352,Female,3
Maplewood,Postgraduate,Full-time,41,0,96425,Female,2
Maplewood,Bachelors,Unemployed,52,0,19661,Male,1
Rosedale,Bachelors,Full-time,56,30,73469,Female,7
Rosedale,Technical,Full-time,25,3,44748,Female,7
Rosedale,Bachelors,Retired,68,0,37040,Male,4
Huntington,Bachelors,Full-time,35,15,69592,Male,4
Kingsley,Technical,Full-time,30,5,42530,Female,1
Kingsley,None,Retired,62,0,8107,Male,4
Ashford,Bachelors,Unemployed,41,0,16302,Male,2
Rosedale,Bachelors,Part-time,68,21,41533,Male,7
Huntington,Bachelors,Full-time,40,9,67773,Female,5
Huntington,Technical,Part-time,29,1,26199,Male,1
Kingsley,Bachelors,Retired,66,0,34281,Male,7
Rosedale,None,Full-time,47,14,19768,Male,3
Ashford,Bachelors,Full-time,48,16,66000,Male,7
Rosedale,Technical,Unemployed,45,0,8718,Male,1
Maplewood,Technical,Full-time,39,9,42169,Female,2
Rosedale,Technical,Retired,61,0,22361,Male,6
Maplewood,Technical,Full-time,45,2,38830,Female,3
Maplewood,None,Full-time,30,9,22154,Male,5
Ashford,Technical,Full-time,42,20,40020,Female,4
Kingsley,Bachelors,Retired,61,0,32882,Female,1
Rosedale,Bachelors,Full-time,68,15,65998,Male,3
Maplewood,Technical,Part-time,63,5,19284,Female,1
Rosedale,Postgraduate,Part-time,24,2,63612,Female,5
Kingsley,Technical,Retired,62,0,17160,Female,1
Kingsley,Bachelors,Unemployed,23,0,19065,Male,7
Huntington,None,Part-time,41,8,8494,Other,7
Kingsley,None,Full-time,36,10,19623,Female,3
Ashford,Bachelors,Unemployed,36,0,18543,Other,2
Maplewood,Bachelors,Part-time,53,20,41800,Female,6
Huntington,Postgraduate,Full-time,68,12,103913,Male,3
Ashford,Bachelors,Full-time,26,1,66401,Female,1
Rosedale,Postgraduate,Retired,65,0,45445,Female,5
Maplewood,None,Full-time,76,57,19522,Other,7
Kingsley,None,Part-time,53,23,10767,Male,4
Maplewood,None,Full-time,55,26,17551,Female,4
Rosedale,Technical,Full-time,57,3,40646,Male,5
Huntington,Bachelors,Part-time,76,21,40888,Female,1
Huntington,Bachelors,Full-time,46,23,69816,Male,6
Huntington,None,Full-time,41,7,17731,Male,5
Kingsley,Postgraduate,Part-time,65,44,62699,Female,1
Ashford,Postgraduate,Full-time,80,9,97629,Male,3
Ashford,Technical,Retired,22,0,22687,Female,6
Maplewood,None,Retired,70,0,6057,Female,2
Kingsley,Technical,Retired,71,0,21834,Male,1
Huntington,Technical,Full-time,59,1,43949,Male,4
Huntington,Technical,Full-time,72,39,36795,Female,4
Rosedale,Bachelors,Part-time,62,5,46835,Male,7
Rosedale,Technical,Unemployed,78,0,11849,Female,6
Huntington,Technical,Retired,43,0,23215,Other,2
Huntington,Postgraduate,Retired,31,0,54431,Male,1
Kingsley,Bachelors,Full-time,56,17,69150,Male,2
Ashford,Postgraduate,Full-time,46,16,104496,Male,7
Rosedale,Technical,Full-time,69,37,41947,Female,3
Ashford,Technical,Full-time,23,4,41470,Male,2
Kingsley,Bachelors,Full-time,24,6,72179,Male,3
Huntington,None,Unemployed,54,0,4712,Female,4
Ashford,None,Full-time,70,45,20458,Female,3
Huntington,Bachelors,Full-time,35,9,70315,Male,1
Huntington,Bachelors,Full-time,40,10,70381,Male,6
Maplewood,Bachelors,Unemployed,61,0,25497,Other,6
Ashford,Bachelors,Part-time,55,12,40174,Female,1
Ashford,Bachelors,Part-time,76,11,43387,Female,1
Huntington,None,Unemployed,18,0,9973,Female,1
Kingsley,Technical,Full-time,21,0,41767,Other,5
Maplewood,Technical,Part-time,68,3,19566,Female,7
Huntington,None,Full-time,61,38,19622,Female,3
Rosedale,Postgraduate,Full-time,64,23,99132,Female,1
Rosedale,Bachelors,Retired,52,0,38830,Female,6
Maplewood,Bachelors,Retired,40,0,36995,Male,2
Kingsley,Technical,Full-time,44,21,39167,Male,2
Huntington,Technical,Full-time,77,33,37670,Female,5
Ashford,Technical,Part-time,43,6,28364,Male,3
Maplewood,None,Full-time,69,40,24912,Female,3
Kingsley,Technical,Full-time,80,4,43296,Male,7
Ashford,Bachelors,Full-time,77,14,66682,Female,3
Rosedale,Bachelors,Full-time,25,1,74054,Male,6
Rosedale,Bachelors,Retired,60,0,38490,Female,6
Ashford,Bachelors,Full-time,33,3,65770,Female,7
Maplewood,Postgraduate,Full-time,58,38,104654,Male,5
Rosedale,None,Part-time,20,1,10854,Female,3
Huntington,Technical,Unemployed,49,0,10118,Male,3
Ashford,Technical,Full-time,22,0,37132,Male,1
Ashford,Bachelors,Full-time,37,12,74901,Male,3
Rosedale,Postgraduate,Full-time,31,7,102225,Male,6
Maplewood,Technical,Retired,77,0,15990,Other,1
Huntington,Postgraduate,Part-time,49,20,55710,Male,1
Maplewood,Postgraduate,Retired,43,0,49304,Female,3
Kingsley,Technical,Unemployed,64,0,12367,Male,2
Kingsley,Technical,Retired,23,0,15038,Female,4
Rosedale,Bachelors,Part-time,76,27,38275,Male,6
Rosedale,Postgraduate,Full-time,75,54,102069,Female,2
Rosedale,Technical,Full-time,53,26,39857,Female,3
Kingsley,Bachelors,Unemployed,57,0,17436,Female,3
Maplewood,Technical,Full-time,68,0,44661,Male,2
Maplewood,Bachelors,Full-time,76,33,67099,Female,3
Rosedale,Bachelors,Part-time,22,0,45565,Male,6
Huntington,Bachelors,Full-time,30,4,72693,Male,7
Maplewood,Postgraduate,Part-time,49,29,59251,Male,1
Kingsley,Postgraduate,Part-time,33,13,59025,Male,5
Ashford,Postgraduate,Full-time,18,0,104305,Male,3
Ashford,None,Retired,30,0,11212,Female,3
Ashford,Bachelors,Full-time,80,37,68234,Male,2
Huntington,Technical,Full-time,71,25,44457,Male,1
Rosedale,Bachelors,Part-time,28,8,44662,Male,2
Kingsley,Bachelors,Part-time,70,23,44550,Female,7
Huntington,Bachelors,Retired,25,0,33123,Female,6
Kingsley,Bachelors,Full-time,42,6,65653,Male,2
Kingsley,Postgraduate,Part-time,57,20,59158,Female,3
Rosedale,Technical,Full-time,49,29,43700,Female,1
Ashford,Bachelors,Unemployed,41,0,25879,Male,6
Rosedale,Technical,Full-time,45,14,40543,Female,3
Huntington,Technical,Retired,31,0,24580,Female,6
Huntington,Technical,Full-time,62,12,37197,Female,3
Huntington,Postgraduate,Full-time,20,0,98911,Male,3
Rosedale,Postgraduate,Full-time,53,2,100235,Male,3
Kingsley,Postgraduate,Unemployed,80,0,29799,Male,5
Kingsley,Postgraduate,Part-time,44,2,63707,Female,4
Maplewood,Technical,Unemployed,37,0,12360,Female,1
Huntington,Technical,Full-time,64,18,43221,Male,7
Kingsley,Bachelors,Full-time,32,13,65325,Male,5
Maplewood,Bachelors,Full-time,79,47,68766,Female,4
Kingsley,Bachelors,Retired,44,0,34111,Female,6
Huntington,Technical,Full-time,70,21,43302,Female,4
Ashford,Bachelors,Unemployed,62,0,23015,Female,4
Huntington,Bachelors,Unemployed,58,0,22856,Female,5
Rosedale,Technical,Unemployed,45,0,7106,Male,1
Kingsley,Bachelors,Part-time,42,16,39426,Male,2
Kingsley,Bachelors,Part-time,59,3,41378,Male,4
Rosedale,Bachelors,Retired,78,0,34364,Female,2
Rosedale,Technical,Full-time,61,39,37531,Male,2
Ashford,Bachelors,Part-time,63,18,43810,Female,3
Kingsley,None,Full-time,50,1,20316,Male,2
Kingsley,Technical,Full-time,63,14,40362,Male,6
Ashford,Bachelors,Full-time,31,1,69693,Female,6
Maplewood,Bachelors,Full-time,25,2,73990,Male,3
Ashford,Technical,Full-time,65,44,40268,Male,1
Huntington,Bachelors,Full-time,31,6,67011,Female,7
Kingsley,Bachelors,Part-time,18,0,37425,Male,1
Rosedale,Bachelors,Full-time,33,9,68044,Female,6
Huntington,Bachelors,Part-time,35,2,43229,Female,7
Kingsley,Bachelors,Full-time,24,4,66239,Female,3
Ashford,Bachelors,Part-time,32,2,43566,Female,1
Huntington,Technical,Part-time,41,5,22391,Male,7
Kingsley,Technical,Part-time,66,12,23213,Female,7
Maplewood,Bachelors,Retired,80,0,33997,Male,4
Maplewood,Bachelors,Full-time,68,41,68006,Male,1
Rosedale,Bachelors,Retired,72,0,37025,Male,3
Kingsley,Technical,Full-time,30,2,38039,Male,7
Maplewood,None,Full-time,26,7,21558,Female,6
Ashford,Bachelors,Part-time,73,49,45790,Male,4
Kingsley,Technical,Full-time,73,34,36184,Female,2
Ashford,Bachelors,Part-time,32,7,39584,Male,2
Ashford,None,Part-time,74,23,15102,Male,2
Maplewood,Bachelors,Full-time,75,16,72116,Other,6
Kingsley,Postgraduate,Full-time,52,9,99383,Male,7
Huntington,Technical,Full-time,41,1,38936,Female,3
Maplewood,Bachelors,Unemployed,50,0,17699,Male,2
Maplewood,None,Part-time,33,11,11507,Male,1
Kingsley,Bachelors,Full-time,25,6,65135,Female,2
Kingsley,Bachelors,Full-time,46,5,67025,Female,7
Ashford,Bachelors,Part-time,40,1,40535,Male,5
Kingsley,Bachelors,Retired,62,0,34854,Male,6
Ashford,Postgraduate,Full-time,48,20,100367,Male,5
Maplewood,Technical,Full-time,57,34,37890,Female,2
Rosedale,None,Unemployed,66,0,3757,Female,7
Huntington,Postgraduate,Full-time,71,48,98773,Female,2
Maplewood,Bachelors,Full-time,72,28,73572,Male,5
Kingsley,Postgraduate,Unemployed,31,0,31652,Female,7
Huntington,Bachelors,Part-time,76,6,38528,Female,6
Rosedale,Postgraduate,Full-time,70,28,99571,Female,6
Rosedale,Bachelors,Full-time,47,20,70049,Female,2
Ashford,Bachelors,Full-time,70,36,65848,Female,6
Huntington,Postgraduate,Full-time,56,22,99127,Male,4
Ashford,Bachelors,Unemployed,80,0,23351,Female,7
Maplewood,Technical,Full-time,44,0,40866,Female,7
Huntington,Technical,Retired,64,0,20869,Male,6
Maplewood,Technical,Unemployed,33,0,9121,Male,7
Ashford,Technical,Full-time,68,7,39681,Female,5
Huntington,Technical,Full-time,23,3,35472,Male,3
Ashford,Bachelors,Part-time,72,45,38787,Female,5
Huntington,Bachelors,Unemployed,50,0,16113,Male,1
Ashford,Bachelors,Retired,61,0,39528,Male,4
Rosedale,Bachelors,Full-time,35,15,71473,Male,3
Ashford,None,Part-time,33,9,15530,Male,2
Rosedale,None,Part-time,29,4,9285,Male,7
Ashford,Technical,Unemployed,37,0,8196,Female,1
Huntington,Bachelors,Full-time,62,23,65078,Female,1
Huntington,Technical,Part-time,57,25,23559,Other,4
Huntington,Technical,Unemployed,76,0,13017,Male,3
Kingsley,Bachelors,Full-time,46,14,67652,Female,1
Maplewood,Postgraduate,Full-time,47,9,99318,Female,3
Huntington,None,Full-time,43,20,20385,Female,3
Rosedale,Bachelors,Full-time,39,6,74448,Female,6
Huntington,Bachelors,Full-time,50,2,72054,Male,1
Kingsley,Bachelors,Unemployed,75,0,16827,Male,3
