House Number,Neighborhood,Household Income,House Size (sqf),House Market Value,Family Size,Identified Race,Swimming Pool,Ownership
491,Ashford,67260,943,992987,4,White,No,Rent
492,Kingsley,203570,1167,599612,2,White,No,Own
493,Rosedale,228681,2282,914110,5,Other,No,Own
494,Maplewood,210536,1415,976876,3,Other,No,Rent
495,Ashford,101805,4438,374507,2,Other,No,Rent
496,Rosedale,225991,4128,163804,7,Asian,No,Rent
497,Ashford,215541,4027,1263009,7,Asian,No,Own
498,Maplewood,47194,2388,148544,1,White,No,Rent
499,Huntington,187883,3289,1148765,7,Asian,No,Own
500,Huntington,102377,3803,898184,6,White,No,Rent
501,Kingsley,160864,1498,1400344,5,Hispanic,No,Rent
502,Ashford,73723,3623,1156058,5,Black,Yes,Rent
503,Rosedale,236307,1744,903111,3,White,No,Own
504,Huntington,106298,4681,1009488,5,White,No,Rent
505,Kingsley,89238,1722,583304,3,Hispanic,Yes,Own
506,Maplewood,135433,2546,1108421,7,Other,No,Own
507,Huntington,137092,4920,503150,5,Other,Yes,Own
508,Huntington,32147,3653,1468278,6,Other,No,Own
509,Huntington,68445,2359,1469943,3,White,No,Own
510,Kingsley,214875,1883,839980,4,White,No,Own
511,Kingsley,222180,4338,1452276,4,Asian,No,Own
512,Rosedale,136170,1233,503125,5,Asian,No,Own
513,Huntington,163085,3726,1240043,5,Black,No,Rent
514,Huntington,115617,1889,715692,7,Black,No,Rent
515,Maplewood,243482,3757,1192134,3,Asian,Yes,Own
516,Maplewood,83502,3412,1367441,7,White,No,Rent
517,Rosedale,147116,4991,203018,3,Hispanic,No,Own
518,Huntington,67755,4559,253947,6,Asian,No,Rent
519,Huntington,169805,2889,321325,2,White,No,Own
520,Maplewood,39479,2702,135607,4,Asian,No,Rent
521,Ashford,105361,3367,161684,2,Other,Yes,Rent
522,Rosedale,182376,2798,637889,2,Asian,Yes,Own
523,Huntington,196766,3914,887567,1,Other,No,Own
524,Huntington,154232,3794,1158677,3,White,No,Own
525,Huntington,135586,2810,1298279,1,Other,Yes,Own
526,Ashford,111171,2691,827444,1,Asian,No,Own
527,Rosedale,144151,1630,804345,2,Other,Yes,Own
528,Rosedale,116296,848,520431,1,Hispanic,No,Own
529,Maplewood,170562,1978,858175,6,Other,No,Own
530,Huntington,182324,3833,119215,3,Other,Yes,Rent
531,Huntington,167934,870,769384,2,Black,No,Rent
532,Huntington,99959,866,176949,3,Hispanic,Yes,Own
533,Huntington,171522,2577,968287,6,White,No,Own
534,Ashford,86022,3028,1102486,5,Other,No,Own
535,Kingsley,91991,2589,800843,1,Hispanic,Yes,Own
536,Huntington,201999,1412,992711,2,White,No,Own
537,Huntington,249162,2686,852932,4,Hispanic,No,Rent
538,Maplewood,79853,2422,1357805,3,Black,No,Rent
539,Ashford,61826,1496,746186,7,White,No,Own
540,Maplewood,72879,2037,617291,6,White,Yes,Own
541,Huntington,218337,3206,519464,1,Other,No,Rent
542,Kingsley,102361,1048,1433986,3,Asian,No,Rent
543,Maplewood,107990,1437,688843,6,White,No,Rent
544,Kingsley,119787,1749,162995,3,White,No,Own
545,Kingsley,247256,2704,1363222,5,Black,No,Own
546,Rosedale,70736,4387,563593,7,Black,No,Own
547,Maplewood,54530,1911,1403375,6,Black,No,Own
548,Kingsley,239124,975,1321381,3,Other,No,Rent
549,Ashford,208130,1522,354494,7,White,No,Own
550,Kingsley,136080,4642,1447905,5,Black,No,Rent
551,Ashford,235166,4474,141745,5,Black,No,Own
552,Huntington,104255,2747,848777,5,Hispanic,No,Rent
553,Ashford,165958,1502,809147,1,Hispanic,No,Own
554,Ashford,156598,2928,966555,6,Black,No,Own
555,Huntington,148623,1726,807395,3,Other,No,Own
556,Rosedale,67387,4304,449948,3,Asian,Yes,Own
557,Maplewood,182647,3317,1083488,7,Hispanic,No,Rent
558,Maplewood,142260,3197,1069966,7,Hispanic,No,Own
559,Kingsley,200715,1949,473199,6,White,No,Rent
560,Kingsley,171172,4180,1091148,5,White,No,Own
561,Kingsley,221428,2678,219097,3,Black,No,Own
562,Maplewood,168928,2053,1196878,3,White,No,Rent
563,Maplewood,199241,2283,682016,5,White,No,Rent
564,Maplewood,189876,1109,887670,4,Asian,No,Own
565,Rosedale,196862,4752,1360505,4,Other,No,Rent
566,Ashford,60988,3849,1292697,5,Black,Yes,Own
567,Rosedale,106448,2364,681481,7,Asian,No,Own
568,Rosedale,199578,2300,1477354,1,Black,No,Rent
569,Huntington,143430,815,1445225,7,Other,No,Own
570,Rosedale,248976,1405,1462061,7,Black,No,Own
571,Ashford,228378,2181,594285,3,White,Yes,Own
572,Kingsley,173377,4183,674662,7,Other,No,Own
573,Rosedale,171041,1694,933430,3,Asian,No,Own
574,Kingsley,42404,2367,1094474,4,Asian,No,Own
575,Huntington,170061,1213,1335349,7,Hispanic,No,Rent
576,Huntington,226377,4920,275931,5,Asian,No,Own
577,Maplewood,197055,2804,657466,6,Hispanic,No,Own
578,Huntington,200534,1115,1045079,6,White,No,Rent
579,Ashford,49360,3855,1382738,7,Asian,Yes,Own
580,Rosedale,115657,2649,469517,1,Other,No,Rent
581,Ashford,187359,2753,315101,7,Hispanic,No,Rent
582,Huntington,226544,1188,318438,5,Asian,No,Rent
583,Ashford,222385,3569,1248866,4,White,No,Own
584,Rosedale,64160,3846,1091166,4,Other,Yes,Own
585,Kingsley,36789,3215,1319716,7,Other,No,Own
586,Maplewood,188253,3189,1207527,3,White,No,Own
587,Maplewood,175457,1103,1498349,2,Asian,No,Own
588,Maplewood,112597,1563,763622,1,Black,Yes,Own
589,Maplewood,95641,2773,251857,1,Asian,No,Own
590,Maplewood,74247,1615,443367,2,Hispanic,No,Own
591,Maplewood,116673,1677,669931,6,Hispanic,No,Own
592,Kingsley,35544,3126,1347305,6,Asian,No,Rent
593,Maplewood,174347,3229,728292,6,Hispanic,No,Own
594,Rosedale,93248,2860,664288,4,Black,Yes,Own
595,Huntington,64550,2379,726880,5,Black,No,Own
596,Ashford,83693,3001,590424,1,Other,No,Own
597,Kingsley,158924,4397,1149661,2,Hispanic,Yes,Own
598,Maplewood,180713,2003,1098931,3,Asian,Yes,Own
599,Maplewood,232821,3224,984426,7,Other,No,Own
600,Maplewood,110021,4675,292811,3,Black,No,Rent
601,Maplewood,45605,3623,829541,7,Other,No,Own
602,Rosedale,80713,4085,993546,4,White,Yes,Own
603,Maplewood,181462,2863,956842,1,Hispanic,No,Own
604,Maplewood,105403,2779,572519,5,Asian,Yes,Own
605,Maplewood,88466,3931,807548,1,Black,No,Own
606,Ashford,33981,3892,1437545,7,Other,No,Own
607,Maplewood,170565,4464,1361399,6,Asian,No,Rent
608,Rosedale,232290,3136,184269,3,Hispanic,No,Own
609,Ashford,232390,4414,154895,1,Asian,Yes,Own
610,Kingsley,145631,1297,336641,3,Hispanic,No,Own
611,Maplewood,149238,4617,499319,2,Hispanic,No,Rent
612,Kingsley,125335,931,884118,2,Hispanic,No,Own
613,Kingsley,137441,1657,1008478,3,Other,No,Own
614,Maplewood,46984,1320,1478287,5,Hispanic,No,Rent
615,Huntington,155580,829,424857,5,Asian,No,Rent
616,Huntington,141316,4196,314241,1,White,No,Own
617,Maplewood,183832,2060,682927,3,Asian,No,Own
618,Rosedale,162596,2358,1143245,4,Other,No,Own
619,Huntington,148454,815,178488,5,Hispanic,No,Own
620,Kingsley,79402,4405,594614,7,White,No,Own
621,Maplewood,121656,2407,365121,5,Other,No,Rent
622,Maplewood,95614,4317,1002082,6,Black,No,Rent
623,Rosedale,196963,2816,1383677,2,Black,Yes,Own
624,Ashford,121009,4374,1465361,5,Black,No,Rent
625,Kingsley,200904,2543,494484,7,White,No,Rent
626,Rosedale,75836,4591,1000897,5,Asian,Yes,Rent
627,Ashford,235025,4434,1427476,7,White,Yes,Rent
628,Kingsley,174434,1888,290984,6,White,No,Own
629,Maplewood,227817,2161,770392,7,White,No,Own
630,Rosedale,198993,4172,1312511,5,Black,No,Own
631,Kingsley,231506,1275,787477,6,Asian,No,Own
632,Huntington,179634,2089,1038257,3,White,Yes,Own
633,Ashford,225582,1128,1431045,3,Asian,No,Own
634,Ashford,161049,4844,573937,2,Hispanic,Yes,Own
635,Maplewood,106407,2639,153096,1,White,No,Own
636,Rosedale,37610,1986,768431,6,White,No,Own
637,Ashford,139381,4214,1137588,5,White,No,Own
638,Maplewood,45791,4336,894473,1,Hispanic,No,Own
639,Rosedale,88047,2573,837411,3,Hispanic,No,Own
640,Rosedale,228978,2863,602827,5,Black,No,Own
641,Maplewood,180737,2644,1188634,1,Other,No,Rent
642,Rosedale,100246,3358,672551,6,Asian,No,Own
643,Maplewood,226936,2062,322574,6,Other,No,Own
644,Rosedale,207523,4091,1253396,1,White,Yes,Own
645,Maplewood,116148,1818,731933,7,White,No,Own
646,Huntington,75890,2589,799830,6,Black,No,Own
647,Ashford,167866,4324,589454,4,Other,No,Own
648,Kingsley,62888,4304,1438943,3,White,No,Rent
649,Kingsley,167821,1606,920007,2,Other,Yes,Rent
650,Ashford,76531,3466,1063303,2,Black,No,Own
651,Maplewood,145652,1204,865064,4,Other,No,Own
652,Ashford,50608,1393,1432381,1,Asian,No,Own
653,Ashford,110986,4749,330119,6,Black,No,Own
654,Kingsley,230283,4907,524363,4,Other,No,Rent
655,Rosedale,113996,4080,653402,4,White,Yes,Own
656,Maplewood,86017,3012,452195,6,Hispanic,No,Own
657,Rosedale,87676,2342,934175,3,Hispanic,Yes,Own
658,Rosedale,41560,1413,326941,6,Black,No,Own
659,Kingsley,215473,1668,1476335,6,Hispanic,No,Rent
660,Ashford,80468,1611,1196153,7,Asian,No,Own
661,Rosedale,193535,2622,587800,5,Black,No,Own
662,Huntington,192735,4977,472580,1,White,No,Own
663,Kingsley,229778,2544,627254,2,White,Yes,Own
664,Maplewood,219845,3056,1383765,2,Black,No,Own
665,Maplewood,63123,4842,1476850,4,Hispanic,Yes,Own
666,Maplewood,124346,4467,645702,7,Hispanic,No,Own
667,Maplewood,170790,1321,1113730,4,White,No,Own
668,Maplewood,223709,2325,1099564,4,Asian,Yes,Own
669,Maplewood,30028,2269,193005,1,Hispanic,No,Own
670,Rosedale,223442,3475,512655,4,Asian,No,Own
671,Maplewood,77599,2313,551436,4,Hispanic,No,Own
672,Huntington,178469,2251,802145,5,Black,No,Rent
673,Maplewood,75406,4230,1447693,1,Other,No,Own
674,Ashford,77657,3807,304390,3,White,No,Own
675,Rosedale,97560,3924,823556,7,Black,No,Rent
676,Huntington,134143,2553,1393965,3,Hispanic,No,Own
677,Maplewood,174575,2412,1143774,6,White,No,Rent
678,Rosedale,84943,4075,301926,5,Other,No,Rent
679,Huntington,105839,1355,129400,2,Other,Yes,Own
680,Huntington,112674,2849,1295053,6,Hispanic,No,Rent
681,Huntington,55345,1624,152763,3,White,Yes,Own
682,Rosedale,80390,3649,1353246,1,Hispanic,No,Own
683,Maplewood,89557,3830,772784,2,Other,No,Rent
684,Kingsley,226126,1881,993242,4,Black,No,Own
685,Huntington,31906,4125,209955,1,Black,Yes,Own
686,Ashford,201239,1292,1300204,2,Asian,No,Rent
687,Ashford,37961,874,1036834,3,Other,No,Rent
688,Rosedale,187212,3791,836626,6,Other,Yes,Own
689,Kingsley,149289,4160,758596,4,Hispanic,No,Rent
690,Maplewood,219773,1170,824576,4,Asian,No,Own
691,Rosedale,107567,1128,1258178,7,Asian,Yes,Own
692,Rosedale,110664,2590,1363105,1,White,No,Own
693,Ashford,111199,1576,462315,6,Hispanic,No,Own
694,Maplewood,129764,2822,424437,4,Black,No,Own
695,Maplewood,242290,1987,738412,2,White,No,Own
696,Kingsley,152357,2303,346921,7,Asian,No,Own
697,Rosedale,110729,4091,1054192,7,Black,Yes,Own
698,Ashford,189633,4125,1388900,5,Other,No,Rent
699,Maplewood,80568,987,255194,3,Hispanic,Yes,Own
700,Ashford,139349,2014,325612,1,Asian,No,Own
701,Ashford,103302,4086,499547,6,Other,No,Rent
702,Maplewood,124968,4246,842462,5,Asian,Yes,Own
703,Rosedale,190576,1909,473555,5,Black,Yes,Rent
704,Maplewood,146116,3321,142262,1,White,No,Own
705,Maplewood,67146,4679,1125194,2,Black,Yes,Own
706,Huntington,70297,1330,206435,6,Hispanic,No,Own
707,Rosedale,116394,1870,1127604,3,Hispanic,No,Own
708,Huntington,157173,3936,814952,1,Asian,No,Own
709,Rosedale,155942,1762,789286,6,Black,No,Own
710,Kingsley,229679,2205,972719,5,White,No,Rent
711,Kingsley,46939,3937,743606,5,Hispanic,Yes,Own
712,Ashford,211787,1316,492278,1,White,No,Own
713,Ashford,74460,3964,641816,6,Other,No,Rent
714,Rosedale,227648,2291,1148644,5,Asian,No,Own
715,Rosedale,229294,4489,955685,1,White,No,Rent
716,Huntington,173738,1390,967186,7,Asian,No,Own
717,Huntington,92119,2343,453082,1,Other,No,Own
718,Huntington,196393,3856,1403511,3,White,Yes,Own
719,Maplewood,162851,3006,476140,1,White,No,Own
720,Kingsley,174258,4139,1374336,7,Other,No,Own
721,Huntington,177531,3508,1209897,6,Black,No,Rent
722,Maplewood,247318,4829,635814,6,White,No,Own
723,Maplewood,248827,1547,863871,5,White,No,Own
724,Kingsley,35057,1600,584780,4,Hispanic,No,Own
725,Ashford,221735,2297,207535,3,Black,No,Own
726,Huntington,179805,2179,115063,6,White,No,Own
727,Maplewood,49157,1479,1381418,5,Other,No,Own
728,Kingsley,65030,4570,1233522,5,Asian,No,Own
729,Maplewood,180685,4142,713206,3,Other,Yes,Own
730,Maplewood,138612,1696,1172231,3,Black,No,Rent
731,Maplewood,145080,2346,243659,5,Hispanic,No,Own
732,Huntington,113028,3926,652359,7,Hispanic,No,Own
733,Kingsley,247354,1483,1272017,4,Hispanic,No,Rent
734,Ashford,166260,2095,1459871,7,Other,No,Rent
735,Rosedale,59680,2185,626491,2,Asian,Yes,Own
736,Huntington,221191,1742,1293283,7,Asian,No,Rent
737,Rosedale,132302,4080,1332219,5,White,No,Own
738,Huntington,235472,1833,1422933,3,Asian,No,Own
739,Rosedale,216790,3586,116944,1,Asian,No,Rent
740,Rosedale,66445,3033,299741,1,White,No,Rent
741,Ashford,35796,4445,168947,3,Other,No,Own
742,Rosedale,77218,2420,1314105,7,Other,No,Own
743,Kingsley,200203,4335,135191,3,Black,Yes,Own
744,Ashford,169195,4005,347129,2,Other,Yes,Own
745,Maplewood,169294,3682,1400343,6,Hispanic,Yes,Rent
746,Huntington,54074,970,172264,3,Hispanic,No,Own
747,Rosedale,146088,2353,288996,1,Black,No,Own
748,Ashford,190897,4697,581633,4,Asian,No,Own
749,Huntington,66839,2395,309409,3,Black,Yes,Rent
750,Kingsley,137112,2423,709251,2,White,No,Own
751,Maplewood,157514,4922,237693,4,Black,Yes,Own
752,Huntington,98322,1891,322621,2,Black,No,Rent
753,Kingsley,86321,3637,1198314,4,Hispanic,No,Own
754,Rosedale,140100,1207,288766,3,White,Yes,Rent
755,Maplewood,187060,4969,1425250,1,White,No,Own
756,Kingsley,65507,1479,238426,4,Black,No,Own
757,Kingsley,129244,1036,989327,5,White,No,Own
758,Ashford,155788,3574,319831,6,White,No,Own
759,Huntington,125251,4237,224750,2,Other,No,Own
760,Kingsley,53806,4157,1058736,4,White,No,Own
761,Maplewood,160364,3677,1292198,2,Asian,No,Own
762,Rosedale,66901,3223,1405967,1,White,No,Own
763,Maplewood,178115,3947,1498916,2,Hispanic,No,Own
764,Kingsley,236833,1832,1471105,2,Other,No,Own
765,Maplewood,170824,3654,951168,5,Hispanic,Yes,Own
766,Ashford,230065,3740,916700,2,Hispanic,No,Own
767,Kingsley,203688,4501,1144332,4,Asian,Yes,Own
768,Huntington,82127,4870,605871,2,Other,Yes,Own
769,Rosedale,235849,3932,759650,3,Black,Yes,Own
770,Huntington,30453,4260,548250,2,White,Yes,Own
771,Maplewood,105432,2723,1399503,3,Asian,Yes,Own
772,Huntington,152872,1433,486794,6,Asian,Yes,Own
773,Maplewood,117362,4903,899864,2,Black,No,Rent
774,Rosedale,40976,2192,158175,7,Asian,No,Own
775,Kingsley,144176,4246,1181905,6,Black,Yes,Own
776,Maplewood,129122,3898,527463,7,Black,No,Own
777,Maplewood,100404,861,368821,2,Black,No,Rent
778,Kingsley,111932,3269,1079314,4,Asian,Yes,Own
779,Kingsley,127170,2617,150357,7,Black,No,Own
780,Kingsley,107707,1432,1204388,3,Asian,No,Rent
781,Kingsley,194760,3398,665904,6,Other,No,Own
782,Ashford,247912,4251,554500,6,Black,No,Own
783,Rosedale,123789,2100,285128,3,Asian,No,Own
784,Rosedale,126516,3453,584699,5,Asian,No,Own
785,Maplewood,163089,2254,407678,2,Asian,No,Own
786,Huntington,37957,1938,310128,2,White,No,Own
787,Ashford,137724,3992,1302453,4,White,No,Rent
788,Rosedale,165864,3010,982412,5,Black,No,Own
789,Ashford,217054,4559,906575,5,Other,No,Rent
790,Huntington,43237,3829,1093332,7,Black,Yes,Rent
791,Maplewood,81586,2160,1256956,4,Hispanic,No,Own
792,Ashford,242859,3226,817833,6,Hispanic,No,Own
793,Ashford,49252,863,247089,3,Other,No,Own
794,Kingsley,171779,2145,1189999,6,Other,No,Own
795,Maplewood,195278,1774,141713,1,Other,No,Own
796,Huntington,33543,4961,698598,4,White,Yes,Own
797,Huntington,205207,4428,888637,3,White,No,Rent
798,Ashford,134647,2422,415410,6,Hispanic,No,Own
799,Kingsley,65031,1257,767702,6,Other,No,Own
800,Huntington,204001,4130,818550,5,Asian,No,Rent
801,Kingsley,95747,2540,776560,4,Hispanic,No,Own
802,Maplewood,218923,3826,238260,1,Other,No,Own
803,Ashford,85311,2754,364952,2,Asian,No,Own
804,Kingsley,95867,1079,375995,4,Other,No,Own
805,Rosedale,118780,3191,574106,1,Black,No,Own
806,Kingsley,87196,1840,1344576,1,Asian,No,Rent
807,Huntington,103705,1761,623047,4,Black,No,Own
808,Huntington,87894,4645,508274,3,White,No,Own
809,Ashford,117640,2017,638908,4,Hispanic,No,Own
810,Maplewood,44591,4020,1070259,6,Other,No,Own
811,Huntington,127247,1174,687283,7,Hispanic,No,Own
812,Huntington,209965,4930,660969,5,Other,No,Own
813,Maplewood,30727,2192,950941,6,Black,No,Own
814,Huntington,182431,2876,576555,1,Asian,No,Own
815,Huntington,73822,1574,167703,1,Asian,Yes,Own
816,Ashford,133399,4224,823040,2,Other,No,Rent
817,Ashford,142113,2923,404280,1,Black,No,Own
818,Rosedale,249606,4393,1371028,7,Other,No,Own
819,Maplewood,160431,1079,613795,2,Other,No,Own
820,Rosedale,172001,3611,1499176,1,Other,No,Own
821,Huntington,158588,3142,183086,1,Asian,No,Rent
822,Maplewood,90091,2274,380398,4,Other,No,Own
823,Rosedale,241450,2657,423417,4,Asian,Yes,Rent
824,Rosedale,184591,3689,217574,5,White,No,Rent
825,Ashford,178465,1859,739135,6,Black,No,Own
826,Huntington,195390,2722,205547,3,White,No,Rent
827,Rosedale,235603,4599,637214,5,Other,No,Rent
828,Rosedale,124192,3273,854719,1,Asian,No,Own
829,Kingsley,209006,4939,608237,5,Black,No,Own
830,Ashford,140805,2651,611500,4,Hispanic,No,Own
831,Maplewood,242175,4341,469531,6,Black,No,Own
832,Ashford,189912,1394,1438283,1,Black,No,Own
833,Maplewood,148089,1306,1048192,1,Other,No,Own
834,Maplewood,119367,820,1112063,5,White,No,Own
835,Ashford,43265,2199,1313778,6,White,No,Own
836,Rosedale,166496,4001,887357,7,Hispanic,No,Rent
837,Huntington,181697,3261,1137711,2,Other,No,Own
838,Rosedale,109622,4478,675883,7,Black,No,Own
839,Ashford,190259,1136,1278825,3,White,Yes,Own
840,Kingsley,65929,2467,640609,6,White,Yes,Own
841,Maplewood,91892,4376,1316396,5,Asian,No,Rent
842,Kingsley,181611,1709,1426871,7,Black,No,Own
843,Maplewood,86630,1075,1224709,5,Other,No,Rent
844,Huntington,170287,1691,134187,3,White,No,Own
845,Maplewood,200457,812,143835,1,Other,No,Rent
846,Rosedale,161025,4857,1410779,1,Black,No,Rent
847,Maplewood,117580,3825,1365365,2,Black,No,Rent
848,Huntington,107462,1773,1175811,5,White,Yes,Own
849,Ashford,143396,4770,718496,3,Hispanic,No,Own
850,Ashford,127037,2208,167114,5,Other,No,Own
851,Maplewood,125310,2743,753479,4,Other,No,Own
852,Kingsley,186080,3088,1180736,5,Asian,No,Own
853,Maplewood,78928,1346,985443,5,Black,No,Own
854,Huntington,244168,2018,1019284,4,Black,No,Rent
855,Maplewood,119876,2220,1145843,4,White,No,Own
856,Maplewood,54976,2254,1359846,7,White,No,Rent
857,Maplewood,154984,4177,741137,3,White,Yes,Own
858,Ashford,188698,3572,197052,7,Asian,No,Own
859,Ashford,128256,4898,752182,1,Hispanic,Yes,Own
860,Maplewood,130537,3538,263233,2,White,No,Own
861,Kingsley,220861,4547,537715,7,White,No,Own
862,Ashford,165772,2642,787246,4,White,Yes,Rent
863,Ashford,139331,1546,502016,1,Asian,No,Own
864,Rosedale,224717,3616,149460,3,Other,No,Rent
865,Rosedale,234468,1671,170975,6,Hispanic,No,Rent
866,Ashford,37526,1294,1019868,5,Other,Yes,Own
867,Maplewood,133863,4244,1317740,3,Black,No,Rent
868,Maplewood,200572,1875,165781,3,Black,Yes,Rent
869,Huntington,229121,4794,370574,4,White,No,Rent
870,Huntington,103366,845,566935,2,Other,No,Rent
871,Rosedale,241389,3856,662980,7,Asian,Yes,Rent
872,Rosedale,220189,2857,1178662,4,Hispanic,No,Own
873,Kingsley,86096,1463,329334,5,Other,Yes,Own
874,Rosedale,168982,2829,1293549,4,Other,No,Rent
875,Maplewood,242455,3496,366051,5,Hispanic,No,Rent
876,Maplewood,101185,1439,329652,4,Other,No,Own
877,Kingsley,80248,3463,1177180,6,Other,No,Own
878,Kingsley,235728,3545,1186445,2,Hispanic,No,Own
879,Maplewood,163023,3395,769897,6,Asian,No,Own
880,Maplewood,226284,4227,878845,1,Hispanic,Yes,Own
881,Maplewood,236773,1194,743549,2,White,No,Own
882,Kingsley,109888,4397,476783,7,White,Yes,Rent
883,Maplewood,236354,3132,530037,4,White,No,Own
884,Maplewood,124533,1129,487736,3,White,No,Own
885,Kingsley,71954,2897,1416793,1,Black,No,Rent
886,Maplewood,119719,1572,1132333,3,Asian,No,Rent
887,Kingsley,169876,2445,1340653,6,Black,Yes,Own
888,Maplewood,30595,2532,1428821,7,Other,No,Own
889,Maplewood,59592,2587,524642,2,Other,Yes,Own
890,Maplewood,70643,2423,719165,7,Hispanic,No,Rent
891,Kingsley,92665,1799,369457,1,White,Yes,Own
892,Huntington,181895,2648,159668,6,Hispanic,No,Own
893,Huntington,35972,2361,454100,4,Other,No,Rent
894,Rosedale,45882,1573,826610,3,White,No,Rent
895,Kingsley,227466,2603,739375,4,Asian,No,Own
896,Maplewood,232127,1898,481595,5,Other,No,Own
897,Rosedale,184841,2850,191634,7,Hispanic,Yes,Own
898,Huntington,55020,2398,1059798,1,Hispanic,No,Own
899,Maplewood,203820,1547,209119,3,Other,Yes,Own
900,Maplewood,132621,4773,433935,2,Black,Yes,Own
901,Maplewood,115374,3122,1492878,2,Asian,Yes,Own
902,Maplewood,74912,2353,1053487,2,Other,No,Own
903,Maplewood,42879,2415,129715,6,Other,Yes,Rent
904,Ashford,63798,4554,1053919,2,Hispanic,No,Own
905,Rosedale,137791,3102,318400,3,White,No,Own
906,Huntington,207145,4455,1498980,7,White,No,Rent
907,Huntington,105791,4195,1069085,7,White,No,Own
908,Rosedale,96983,1016,759012,7,Hispanic,No,Rent
909,Rosedale,204077,4116,1377606,6,White,No,Own
910,Rosedale,163922,2159,244875,5,Other,Yes,Own
911,Ashford,189472,4574,368451,2,Black,No,Own
912,Rosedale,41953,2696,420760,7,Black,No,Own
913,Kingsley,136410,1699,1077987,2,Black,No,Own
914,Rosedale,155155,1441,1049078,6,White,No,Own
915,Ashford,184607,4427,744116,2,Black,Yes,Own
916,Rosedale,236608,995,560287,5,White,No,Own
917,Rosedale,236111,2693,246004,6,Other,Yes,Own
918,Huntington,111029,4075,1419447,6,Other,No,Own
919,Kingsley,34055,4850,286478,1,Hispanic,Yes,Own
920,Maplewood,68170,3104,251397,6,Hispanic,No,Rent
921,Huntington,129976,4400,614507,2,Asian,No,Own
922,Ashford,58251,4143,1000173,6,Other,No,Rent
923,Huntington,165604,2856,616529,2,White,Yes,Own
924,Kingsley,165996,3608,1281051,2,Asian,No,Own
925,Rosedale,78037,2024,1467691,7,Other,No,Own
